Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,209.77999877929688,209.77999877929688,209.7899932861328,206.27000427246094,206.75,12077100.0
2020-01-03,208.6699981689453,208.6699981689453,210.39999389648438,206.9499969482422,207.2100067138672,11188400.0
2020-01-06,212.60000610351562,212.60000610351562,212.77999877929688,206.52000427246094,206.6999969482422,17058900.0
2020-01-07,213.05999755859375,213.05999755859375,214.5800018310547,211.75,212.82000732421875,14912400.0
2020-01-08,215.22000122070312,215.22000122070312,216.24000549316406,212.61000061035156,213.0,13475000.0
2020-01-09,218.3000030517578,218.3000030517578,218.3800048828125,216.27999877929688,217.5399932861328,12642800.0
2020-01-10,218.05999755859375,218.05999755859375,219.8800048828125,217.4199981689453,219.1999969482422,12119400.0
2020-01-13,221.91000366210938,221.91000366210938,221.97000122070312,219.2100067138672,219.60000610351562,14463400.0
2020-01-14,219.05999755859375,219.05999755859375,222.3800048828125,218.6300048828125,221.61000061035156,13288900.0
2020-01-15,221.14999389648438,221.14999389648438,221.67999267578125,220.13999938964844,220.61000061035156,10036500.0
2020-01-16,221.77000427246094,221.77000427246094,222.6300048828125,220.38999938964844,222.57000732421875,10015300.0
2020-01-17,222.13999938964844,222.13999938964844,222.2899932861328,220.52999877929688,222.02999877929688,15905900.0
2020-01-21,221.44000244140625,221.44000244140625,222.3699951171875,219.1199951171875,222.16000366210938,14275800.0
2020-01-22,221.32000732421875,221.32000732421875,222.75,221.27999877929688,222.30999755859375,12212800.0
2020-01-23,219.75999450683594,219.75999450683594,221.49000549316406,219.27000427246094,220.75,11195000.0
2020-01-24,217.94000244140625,217.94000244140625,221.77999877929688,216.11000061035156,220.8000030517578,11905800.0
2020-01-27,214.8699951171875,214.8699951171875,216.05999755859375,212.5,213.10000610351562,13810700.0
2020-01-28,217.7899932861328,217.7899932861328,218.74000549316406,213.52000427246094,216.13999938964844,13413800.0
2020-01-29,223.22999572753906,223.22999572753906,224.1999969482422,218.4499969482422,221.44000244140625,33181300.0
2020-01-30,209.52999877929688,209.52999877929688,211.42999267578125,204.75,206.52999877929688,48775500.0
2020-01-31,201.91000366210938,201.91000366210938,208.69000244140625,201.05999755859375,208.42999267578125,31359900.0
2020-02-03,204.19000244140625,204.19000244140625,205.13999938964844,202.5,203.44000244140625,15495600.0
2020-02-04,209.8300018310547,209.8300018310547,210.60000610351562,205.1999969482422,206.6199951171875,19628900.0
2020-02-05,210.11000061035156,210.11000061035156,212.72999572753906,208.7100067138672,212.50999450683594,12538200.0
2020-02-06,210.85000610351562,210.85000610351562,211.19000244140625,209.33999633789062,210.47000122070312,10567500.0
2020-02-07,212.3300018310547,212.3300018310547,212.82000732421875,209.92999267578125,210.3000030517578,12242500.0
2020-02-10,213.05999755859375,213.05999755859375,213.8000030517578,210.66000366210938,211.52000427246094,11856400.0
2020-02-11,207.19000244140625,207.19000244140625,210.86000061035156,206.50999450683594,210.19000244140625,25030800.0
2020-02-12,210.75999450683594,210.75999450683594,211.22000122070312,207.39999389648438,207.85000610351562,13813700.0
2020-02-13,213.13999938964844,213.13999938964844,214.3300018310547,209.17999267578125,209.52000427246094,15396600.0
2020-02-14,214.17999267578125,214.17999267578125,214.92999267578125,212.64999389648438,214.0,10741700.0
2020-02-18,217.8000030517578,217.8000030517578,217.97999572753906,213.39999389648438,213.5500030517578,15609200.0
2020-02-19,217.49000549316406,217.49000549316406,218.32000732421875,216.11000061035156,217.99000549316406,12135100.0
2020-02-20,214.5800018310547,214.5800018310547,218.77000427246094,212.9499969482422,216.52000427246094,13109200.0
2020-02-21,210.17999267578125,210.17999267578125,214.24000549316406,208.8300018310547,213.47999572753906,14092300.0
2020-02-24,200.72000122070312,200.72000122070312,203.64999389648438,198.1699981689453,201.8000030517578,23080100.0
2020-02-25,196.77000427246094,196.77000427246094,203.5,195.9499969482422,202.25,21433500.0
2020-02-26,197.1999969482422,197.1999969482422,201.2100067138672,195.49000549316406,197.19000244140625,16524500.0
2020-02-27,189.75,189.75,195.8800048828125,189.5,191.82000732421875,21682600.0
2020-02-28,192.47000122070312,192.47000122070312,192.74000549316406,181.82000732421875,182.6999969482422,32568900.0
2020-03-02,196.44000244140625,196.44000244140625,196.57000732421875,188.85000610351562,194.02999877929688,24949000.0
2020-03-03,185.88999938964844,185.88999938964844,197.24000549316406,183.97000122070312,196.22000122070312,27984100.0
2020-03-04,191.75999450683594,191.75999450683594,191.8300018310547,186.38999938964844,189.1699981689453,23062500.0
2020-03-05,185.1699981689453,185.1699981689453,188.99000549316406,183.88999938964844,186.77999877929688,19333400.0
2020-03-06,181.08999633789062,181.08999633789062,183.77999877929688,176.25999450683594,178.3300018310547,24559600.0
2020-03-09,169.5,169.5,175.0,165.19000244140625,169.60000610351562,29949000.0
2020-03-10,178.19000244140625,178.19000244140625,178.2899932861328,169.5,174.6699981689453,24517800.0
2020-03-11,170.24000549316406,170.24000549316406,175.8800048828125,167.66000366210938,174.00999450683594,20373900.0
2020-03-12,154.47000122070312,154.47000122070312,166.60000610351562,154.33999633789062,159.5399932861328,43266300.0
2020-03-13,170.27999877929688,170.27999877929688,170.7899932861328,157.60000610351562,163.52999877929688,35028600.0
2020-03-16,146.00999450683594,146.00999450683594,159.1300048828125,143.10000610351562,152.32000732421875,39120400.0
2020-03-17,149.4199981689453,149.4199981689453,153.94000244140625,140.0,150.74000549316406,34255600.0
2020-03-18,146.9600067138672,146.9600067138672,148.17999267578125,137.10000610351562,139.75,37553100.0
2020-03-19,153.1300048828125,153.1300048828125,159.92999267578125,144.8000030517578,146.6199951171875,39862300.0
2020-03-20,149.72999572753906,149.72999572753906,159.27000427246094,148.0,156.02000427246094,32568400.0
2020-03-23,148.10000610351562,148.10000610351562,152.30999755859375,142.25,149.66000366210938,29830800.0
2020-03-24,160.97999572753906,160.97999572753906,161.30999755859375,152.57000732421875,155.2100067138672,30440400.0
2020-03-25,156.2100067138672,156.2100067138672,162.99000549316406,153.05999755859375,158.9199981689453,35184300.0
2020-03-26,163.33999633789062,163.33999633789062,164.0,157.02000427246094,158.25,26556800.0
2020-03-27,156.7899932861328,156.7899932861328,160.08999633789062,154.75,158.1999969482422,24879900.0
2020-03-30,165.9499969482422,165.9499969482422,166.75,158.05999755859375,159.17999267578125,22515200.0
2020-03-31,166.8000030517578,166.8000030517578,170.92999267578125,164.1999969482422,165.47999572753906,23676300.0
2020-04-01,159.60000610351562,159.60000610351562,164.14999389648438,158.0399932861328,161.6199951171875,19507600.0
2020-04-02,158.19000244140625,158.19000244140625,161.35000610351562,155.9199981689453,159.10000610351562,20886300.0
2020-04-03,154.17999267578125,154.17999267578125,157.91000366210938,150.8300018310547,157.14999389648438,25983300.0
