Date,High,Low,Open,Close,Volume,Adj Close
2015-11-01,682.77001953125,620.4099731445312,627.1300048828125,664.7999877929688,87304900,664.7999877929688
2015-12-01,696.4400024414062,635.27001953125,673.75,675.8900146484375,90187500,675.8900146484375
2016-01-01,657.719970703125,547.1799926757812,656.2899780273438,587.0,130200900,587.0
2016-02-01,581.7999877929688,474.0,578.1500244140625,552.52001953125,124144800,552.52001953125
2016-03-01,603.239990234375,538.5800170898438,556.2899780273438,593.6400146484375,94009500,593.6400146484375
2016-04-01,669.97998046875,585.25,590.489990234375,659.5900268554688,78464200,659.5900268554688
2016-05-01,724.22998046875,656.0,663.9199829101562,722.7899780273438,90614500,722.7899780273438
2016-06-01,731.5,682.1199951171875,720.9000244140625,715.6199951171875,74540900,715.6199951171875
2016-07-01,766.0,716.5399780273438,717.3200073242188,758.8099975585938,68635500,758.8099975585938
2016-08-01,774.97998046875,750.3499755859375,759.8699951171875,769.1599731445312,50000400,769.1599731445312
2016-09-01,839.9500122070312,756.0,770.9000244140625,837.3099975585938,67335700,837.3099975585938
2016-10-01,847.2100219726562,774.6099853515625,836.0,789.8200073242188,77063800,789.8200073242188
2016-11-01,800.8400268554688,710.0999755859375,799.0,750.5700073242188,110085900,750.5700073242188
2016-12-01,782.4600219726562,736.7000122070312,752.4099731445312,749.8699951171875,73660200,749.8699951171875
2017-01-01,843.8400268554688,747.7000122070312,757.9199829101562,823.47998046875,70614000,823.47998046875
2017-02-01,860.8599853515625,803.0,829.2100219726562,845.0399780273438,71748300,845.0399780273438
2017-03-01,890.3499755859375,833.5,853.0499877929688,886.5399780273438,60710700,886.5399780273438
2017-04-01,949.5900268554688,884.489990234375,888.0,924.989990234375,73539700,924.989990234375
2017-05-01,1001.2000122070312,927.7999877929688,927.7999877929688,994.6199951171875,76202000,994.6199951171875
2017-06-01,1017.0,927.0,998.5900268554688,968.0,96135400,968.0
2017-07-01,1083.31005859375,951.0,972.7899780273438,987.780029296875,78812400,987.780029296875
2017-08-01,1006.4000244140625,936.3300170898438,996.1099853515625,980.5999755859375,77391800,980.5999755859375
2017-09-01,1000.0,931.75,984.2000122070312,961.3499755859375,59291800,961.3499755859375
2017-10-01,1122.7900390625,950.3699951171875,964.0,1105.280029296875,83334100,1105.280029296875
2017-11-01,1213.4100341796875,1086.8699951171875,1105.4000244140625,1176.75,77165000,1176.75
2017-12-01,1194.780029296875,1124.739990234375,1172.050048828125,1169.469970703125,57760200,1169.469970703125
2018-01-01,1472.5799560546875,1170.510009765625,1172.0,1450.8900146484375,96371200,1450.8900146484375
