Date,High,Low,Open,Close,Volume,Adj Close
2015-11-01,110.6500015258789,100.47000122070312,101.72000122070312,104.23999786376953,547232800,104.23999786376953
2015-12-01,107.91999816894531,101.45999908447266,104.83000183105469,104.66000366210938,440304100,104.66000366210938
2016-01-01,112.83999633789062,89.37000274658203,101.94999694824219,112.20999908447266,792709100,112.20999908447266
2016-02-01,117.58999633789062,96.81999969482422,112.2699966430664,106.91999816894531,874152500,106.91999816894531
2016-03-01,116.98999786376953,104.4000015258789,107.83000183105469,114.0999984741211,521458900,114.0999984741211
2016-04-01,120.79000091552734,106.30999755859375,113.75,117.58000183105469,741613800,117.58000183105469
2016-05-01,121.08000183105469,115.87999725341797,117.83000183105469,118.80999755859375,460544200,118.80999755859375
2016-06-01,119.44000244140625,108.2300033569336,118.5,114.27999877929688,450876100,114.27999877929688
2016-07-01,128.3300018310547,112.97000122070312,114.19999694824219,123.94000244140625,470108600,123.94000244140625
2016-08-01,126.7300033569336,122.06999969482422,123.8499984741211,126.12000274658203,365670900,126.12000274658203
2016-09-01,131.97999572753906,125.5999984741211,126.37999725341797,128.27000427246094,376518100,128.27000427246094
2016-10-01,133.5,126.75,128.3800048828125,130.99000549316406,313284400,130.99000549316406
2016-11-01,131.94000244140625,113.55000305175781,131.41000366210938,118.41999816894531,644052900,118.41999816894531
2016-12-01,122.5,114.0,118.37999725341797,115.05000305175781,408728400,115.05000305175781
2017-01-01,133.13999938964844,115.51000213623047,116.02999877929688,130.32000732421875,378958900,130.32000732421875
2017-02-01,137.17999267578125,130.3000030517578,132.25,135.5399932861328,384700500,135.5399932861328
2017-03-01,142.9499969482422,136.0800018310547,136.47000122070312,142.0500030517578,342098600,142.0500030517578
2017-04-01,151.52999877929688,138.80999755859375,141.92999267578125,150.25,275586300,150.25
2017-05-01,153.60000610351562,144.4199981689453,151.74000549316406,151.4600067138672,403586900,151.4600067138672
2017-06-01,156.5,144.55999755859375,151.75,150.97999572753906,414757100,150.97999572753906
2017-07-01,175.49000549316406,147.8000030517578,151.72000122070312,169.25,419907600,169.25
2017-08-01,173.0500030517578,165.0,169.82000732421875,171.97000122070312,303622800,171.97000122070312
2017-09-01,174.0,161.55999755859375,172.39999389648438,170.8699951171875,304818300,170.8699951171875
2017-10-01,180.8000030517578,168.2899932861328,171.38999938964844,180.05999755859375,318146600,180.05999755859375
2017-11-01,184.25,174.0,182.36000061035156,177.17999267578125,350998700,177.17999267578125
2017-12-01,182.27999877929688,169.00999450683594,176.02999877929688,176.4600067138672,317095800,176.4600067138672
2018-01-01,190.66000366210938,175.8000030517578,177.67999267578125,186.88999938964844,495655700,186.88999938964844
2018-02-01,195.32000732421875,167.17999267578125,188.22000122070312,178.32000732421875,516251600,178.32000732421875
2018-03-01,186.10000610351562,149.02000427246094,179.00999450683594,159.7899932861328,996201700,159.7899932861328
2018-04-01,177.10000610351562,150.50999450683594,157.80999755859375,172.0,750072700,172.0
2018-05-01,192.72000122070312,170.22999572753906,172.0,191.77999877929688,401144100,191.77999877929688
2018-06-01,203.5500030517578,186.42999267578125,193.07000732421875,194.32000732421875,387265600,194.32000732421875
2018-07-01,218.6199951171875,166.55999755859375,193.3699951171875,172.5800018310547,647030700,172.5800018310547
2018-08-01,188.3000030517578,170.27000427246094,173.92999267578125,175.72999572753906,548832700,175.72999572753906
2018-09-01,173.88999938964844,158.8699951171875,173.5,164.4600067138672,500468800,164.4600067138672
2018-10-01,165.8800048828125,139.02999877929688,163.02999877929688,151.7899932861328,622446300,151.7899932861328
2018-11-01,154.1300048828125,126.8499984741211,151.52000427246094,140.61000061035156,518151700,140.61000061035156
2018-12-01,147.19000244140625,123.0199966430664,143.0,131.08999633789062,558786200,131.08999633789062
2019-01-01,171.67999267578125,128.55999755859375,128.99000549316406,166.69000244140625,527547900,166.69000244140625
2019-02-01,172.47000122070312,159.58999633789062,165.83999633789062,161.4499969482422,302243200,161.4499969482422
2019-03-01,174.3000030517578,159.27999877929688,162.60000610351562,166.69000244140625,387936100,166.69000244140625
2019-04-01,198.47999572753906,167.27999877929688,167.8300018310547,193.39999389648438,381985300,193.39999389648438
2019-05-01,196.17999267578125,177.16000366210938,194.77999877929688,177.47000122070312,286821500,177.47000122070312
2019-06-01,198.8800048828125,160.83999633789062,175.0,193.0,426428600,193.0
2019-07-01,208.66000366210938,191.92999267578125,195.2100067138672,194.22999572753906,351020900,194.22999572753906
2019-08-01,198.47000122070312,176.66000366210938,194.1699981689453,185.6699981689453,294689500,185.6699981689453
2019-09-01,193.10000610351562,175.66000366210938,184.0,178.0800018310547,264538500,178.0800018310547
2019-10-01,198.08999633789062,173.08999633789062,179.14999389648438,191.64999389648438,326207200,191.64999389648438
2019-11-01,203.8000030517578,188.5399932861328,192.85000610351562,201.63999938964844,258303900,201.63999938964844
2019-12-01,208.92999267578125,193.1699981689453,202.1300048828125,205.25,276257100,205.25
2020-01-01,224.1999969482422,201.05999755859375,206.75,201.91000366210938,347314600,201.91000366210938
2020-02-01,218.77000427246094,181.82000732421875,203.44000244140625,192.47000122070312,317547300,192.47000122070312
2020-03-01,197.24000549316406,137.10000610351562,194.02999877929688,166.8000030517578,649467700,166.8000030517578
2020-04-01,209.69000244140625,150.8300018310547,161.6199951171875,204.7100067138672,541334600,204.7100067138672
2020-05-01,240.89999389648438,198.75999450683594,201.60000610351562,225.08999633789062,509476500,225.08999633789062
2020-06-01,245.19000244140625,207.11000061035156,224.58999633789062,227.07000732421875,548043800,227.07000732421875
2020-07-01,255.85000610351562,226.89999389648438,228.5,253.6699981689453,517599700,253.6699981689453
2020-08-01,304.6700134277344,247.42999267578125,252.64999389648438,293.20001220703125,574239100,293.20001220703125
2020-09-01,303.6000061035156,244.1300048828125,294.7099914550781,261.8999938964844,499115300,261.8999938964844
2020-10-01,285.239990234375,254.82000732421875,265.3500061035156,263.1099853515625,454101600,263.1099853515625
2020-11-01,297.3800048828125,257.3399963378906,264.6000061035156,276.9700012207031,356771600,276.9700012207031
2020-12-01,291.7799987792969,264.6300048828125,279.1600036621094,273.1600036621094,363932500,273.1600036621094
