Date,High,Low,Open,Close,Volume,Adj Close
2015-11-01,31.940000534057617,27.6299991607666,28.459999084472656,31.719999313354492,183620400.0,30.918933868408203
2015-12-01,33.939998626708984,31.969999313354492,32.0,32.959999084472656,140679300.0,32.24961471557617
2016-01-01,33.439998626708984,26.450000762939453,32.290000915527344,29.290000915527344,203474500.0,28.658714294433594
2016-02-01,32.119998931884766,24.75,29.260000228881836,31.360000610351562,225001200.0,30.684101104736328
2016-03-01,36.25,31.040000915527344,31.440000534057617,35.630001068115234,164447600.0,34.98907470703125
2016-04-01,37.459999084472656,34.630001068115234,35.40999984741211,35.529998779296875,168356300.0,34.8908805847168
2016-05-01,46.81999969482422,34.400001525878906,35.869998931884766,46.720001220703125,259195900.0,45.87959289550781
2016-06-01,48.540000915527344,44.56999969482422,46.5,47.0099983215332,204947500.0,46.28425598144531
2016-07-01,57.25,46.029998779296875,46.75,57.099998474121094,180251300.0,56.218475341796875
2016-08-01,63.5,55.5,57.34000015258789,61.34000015258789,232628000.0,60.39302062988281
2016-09-01,69.19000244140625,57.31999969482422,61.38999938964844,68.5199966430664,216631300.0,67.58649444580078
2016-10-01,72.94999694824219,63.70000076293945,68.5199966430664,71.16000366210938,163789200.0,70.19053649902344
2016-11-01,95.25,66.58000183105469,71.41999816894531,92.19999694824219,319186600.0,90.94385528564453
2016-12-01,119.93000030517578,84.7699966430664,92.0999984741211,106.73999786376953,452055700.0,105.44341278076172
2017-01-01,111.88999938964844,99.11000061035156,104.4000015258789,109.18000030517578,334921000.0,107.85377502441406
2017-02-01,120.91999816894531,95.69999694824219,110.58000183105469,101.4800033569336,355169700.0,100.247314453125
2017-03-01,110.0,95.16999816894531,103.79000091552734,108.93000030517578,357224000.0,107.74263000488281
2017-04-01,109.6500015258789,95.48999786376953,108.94999694824219,104.30000305175781,239314300.0,103.16309356689453
2017-05-01,147.0,102.30999755859375,104.73999786376953,144.35000610351562,480236100.0,142.7765655517578
2017-06-01,168.5,142.11000061035156,144.99000549316406,144.55999755859375,586138000.0,143.1348419189453
2017-07-01,169.92999267578125,138.5800018310547,145.0500030517578,162.50999450683594,387275400.0,160.90786743164062
2017-08-01,174.55999755859375,152.91000366210938,162.1300048828125,169.44000244140625,368205400.0,167.76959228515625
2017-09-01,191.1999969482422,162.7100067138672,169.9499969482422,178.77000427246094,361183400.0,177.16342163085938
2017-10-01,207.88999938964844,177.0,180.8000030517578,206.80999755859375,285566600.0,204.95140075683594
2017-11-01,218.6699981689453,191.22999572753906,209.35000610351562,200.7100067138672,295772400.0,198.90625
2017-12-01,200.3000030517578,180.5800018310547,199.30999755859375,193.5,252805400.0,191.894287109375
2018-01-01,249.27000427246094,194.5,195.77999877929688,245.8000030517578,286405400.0,243.76026916503906
2018-02-01,251.97000122070312,204.0,238.52000427246094,242.0,372888200.0,239.99176025390625
2018-03-01,254.5,217.0,241.91000366210938,231.58999633789062,352961000.0,229.8109130859375
2018-04-01,239.25,210.3000030517578,228.74000549316406,224.89999389648438,278600200.0,223.17230224609375
2018-05-01,260.5,222.1999969482422,224.57000732421875,252.19000244140625,299456000.0,250.25265502929688
2018-06-01,269.20001220703125,235.00999450683594,254.0,236.89999389648438,219638500.0,235.22549438476562
2018-07-01,256.6000061035156,233.25999450683594,234.08999633789062,244.86000061035156,158046900.0,243.12924194335938
2018-08-01,281.7200012207031,238.72000122070312,246.1300048828125,280.67999267578125,272945900.0,278.6960144042969
2018-09-01,285.2200012207031,258.67999267578125,280.1499938964844,281.0199890136719,158505000.0,279.186279296875
2018-10-01,292.760009765625,176.00999450683594,284.1600036621094,210.8300018310547,324449400.0,209.4542999267578
2018-11-01,222.0,133.30999755859375,212.3000030517578,163.42999267578125,404058500.0,162.3635711669922
2018-12-01,174.67999267578125,124.45999908447266,172.60000610351562,133.5,311285200.0,132.7615966796875
2019-01-01,160.8800048828125,127.69000244140625,130.63999938964844,143.75,421774800.0,142.9548797607422
2019-02-01,165.27999877929688,142.5800018310547,144.5,154.25999450683594,286143200.0,153.40676879882812
2019-03-01,185.0,144.8000030517578,156.27000427246094,179.55999755859375,301713500.0,178.75083923339844
2019-04-01,193.47000122070312,173.3000030517578,183.25999450683594,181.0,235944500.0,180.18435668945312
2019-05-01,184.8699951171875,135.38999938964844,183.11000061035156,135.4600067138672,279518800.0,134.84959411621094
2019-06-01,165.3699951171875,132.60000610351562,135.91000366210938,164.22999572753906,205833500.0,163.67652893066406
2019-07-01,178.88999938964844,155.0,172.57000732421875,168.72000122070312,210399600.0,168.15138244628906
2019-08-01,173.4499969482422,147.38999938964844,169.13999938964844,167.50999450683594,236258200.0,166.9454803466797
2019-09-01,188.39999389648438,163.25,164.5800018310547,174.07000732421875,158694200.0,173.65512084960938
2019-10-01,208.89999389648438,170.1300048828125,175.0,201.02000427246094,192404300.0,200.54087829589844
2019-11-01,221.41000366210938,198.58999633789062,199.60000610351562,216.74000549316406,183045000.0,216.22341918945312
2019-12-01,241.80999755859375,200.3699951171875,216.4600067138672,235.3000030517578,163588300.0,234.91238403320312
2020-01-01,259.5,231.27000427246094,238.75,236.42999267578125,153135300.0,236.04049682617188
2020-02-01,316.32000732421875,235.4499969482422,235.6999969482422,270.07000732421875,296261000.0,269.6250915527344
2020-03-01,284.8900146484375,180.67999267578125,276.8999938964844,263.6000061035156,394348800.0,263.32318115234375
2020-04-01,304.20001220703125,238.38999938964844,255.64999389648438,292.2799987792969,282016900.0,291.9730529785156
2020-05-01,367.2699890136719,280.8399963378906,284.3500061035156,355.0199890136719,313804400.0,354.64715576171875
2020-06-01,385.70001220703125,346.32000732421875,353.3299865722656,379.9100036621094,242986600.0,379.5110168457031
2020-07-01,431.69000244140625,376.5199890136719,380.8299865722656,424.5899963378906,202382300.0,424.337646484375
2020-08-01,543.0,428.6099853515625,429.29998779296875,534.97998046875,241841300.0,534.6619873046875
2020-09-01,589.0700073242188,468.1700134277344,539.2000122070312,541.219970703125,396442700.0,540.8983154296875
2020-10-01,573.9400024414062,492.0,550.3200073242188,501.3599853515625,200572600.0,501.2119140625
2020-11-01,587.6599731445312,495.79998779296875,506.30999755859375,536.0599975585938,189870500.0,535.9016723632812
2020-12-01,549.25,510.5299987792969,539.6900024414062,522.2000122070312,128048100.0,522.0457763671875
