Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,1367.3699951171875,1367.3699951171875,1368.1400146484375,1341.550048828125,1341.550048828125,1406600.0
2020-01-03,1360.6600341796875,1360.6600341796875,1372.5,1345.5439453125,1347.8599853515625,1186400.0
2020-01-06,1394.2099609375,1394.2099609375,1396.5,1350.0,1350.0,1732300.0
2020-01-07,1393.3399658203125,1393.3399658203125,1402.989990234375,1390.3800048828125,1397.93994140625,1502700.0
2020-01-08,1404.3199462890625,1404.3199462890625,1411.5799560546875,1390.8399658203125,1392.0799560546875,1528000.0
2020-01-09,1419.8299560546875,1419.8299560546875,1427.3299560546875,1410.27001953125,1420.5699462890625,1500900.0
2020-01-10,1429.72998046875,1429.72998046875,1434.928955078125,1418.3499755859375,1427.56005859375,1820700.0
2020-01-13,1439.22998046875,1439.22998046875,1440.52001953125,1426.02001953125,1436.1300048828125,1652300.0
2020-01-14,1430.8800048828125,1430.8800048828125,1441.800048828125,1428.3699951171875,1439.010009765625,1558900.0
2020-01-15,1439.199951171875,1439.199951171875,1441.39501953125,1430.2099609375,1430.2099609375,1282700.0
2020-01-16,1451.699951171875,1451.699951171875,1451.989990234375,1440.9200439453125,1447.43994140625,1173700.0
2020-01-17,1480.3900146484375,1480.3900146484375,1481.2950439453125,1458.219970703125,1462.9100341796875,2396200.0
2020-01-21,1484.4000244140625,1484.4000244140625,1491.8499755859375,1471.199951171875,1479.1199951171875,2036700.0
2020-01-22,1485.949951171875,1485.949951171875,1503.2139892578125,1484.9300537109375,1491.0,1610800.0
2020-01-23,1486.6500244140625,1486.6500244140625,1495.52001953125,1482.0999755859375,1487.6400146484375,1351200.0
2020-01-24,1466.7099609375,1466.7099609375,1495.4949951171875,1465.25,1493.5899658203125,1784600.0
2020-01-27,1433.9000244140625,1433.9000244140625,1438.0699462890625,1421.199951171875,1431.0,1755200.0
2020-01-28,1452.56005859375,1452.56005859375,1456.0,1432.469970703125,1443.0,1577400.0
2020-01-29,1458.6300048828125,1458.6300048828125,1465.4300537109375,1446.739990234375,1458.800048828125,1077700.0
2020-01-30,1455.8399658203125,1455.8399658203125,1457.280029296875,1436.4000244140625,1439.9599609375,1339400.0
2020-01-31,1434.22998046875,1434.22998046875,1470.1300048828125,1428.530029296875,1468.9000244140625,2417200.0
2020-02-03,1485.93994140625,1485.93994140625,1490.0,1458.989990234375,1462.0,3036800.0
2020-02-04,1447.0699462890625,1447.0699462890625,1469.5,1426.300048828125,1457.0699462890625,3933000.0
2020-02-05,1448.22998046875,1448.22998046875,1463.8399658203125,1430.56005859375,1462.4200439453125,1986200.0
2020-02-06,1476.22998046875,1476.22998046875,1482.0,1449.5699462890625,1450.3299560546875,1679400.0
2020-02-07,1479.22998046875,1479.22998046875,1485.8399658203125,1466.3499755859375,1467.300048828125,1172300.0
2020-02-10,1508.6800537109375,1508.6800537109375,1509.5,1474.3199462890625,1474.3199462890625,1419900.0
2020-02-11,1508.7900390625,1508.7900390625,1529.6300048828125,1505.637939453125,1511.81005859375,1344600.0
2020-02-12,1518.27001953125,1518.27001953125,1520.6949462890625,1508.1099853515625,1514.47998046875,1167600.0
2020-02-13,1514.6600341796875,1514.6600341796875,1527.1800537109375,1504.5999755859375,1512.68994140625,929500.0
2020-02-14,1520.739990234375,1520.739990234375,1520.739990234375,1507.3399658203125,1515.5999755859375,1197800.0
2020-02-18,1519.6700439453125,1519.6700439453125,1531.6300048828125,1512.5899658203125,1515.0,1120700.0
