,AAPL,MSFT,AMZN,GOOG,FB,TSLA,BRK.A,V,JNJ,WMT,JPM,MA,PG,UNH,DIS,NVDA,HD,PYPL,BAC,VZ,ADBE,CMCSA,NFLX,KO,NKE,MRK,PEP,T,PFE,INTC,CRM,ABT,ORCL,ABBV,CSCO,TMO,AVGO,XOM,ACN,QCOM,COST,CVX,LLY,MCD,DHR,MDT,NEE,TXN,HON,UPS
2014-02-28,,,,,,,,,,,,,,,,,,,,,13.26,,,,6.32,,,,,,,,10.09,,,,,,8.74,,26.62,,,,,,,,,
2013-11-30,,,,,,,,,,,,,,,,,,,,,13.55,,,,6.39,,,,,,,,9.78,,,,,,8.16,,25.95,,,,,,,,,
2013-08-31,,,,,,,,,,,,,,,,,,,,,13.62,,,,6.35,,,,,,,,9.63,,,,,,8.15,,25.21,,,,,,,,,
2013-05-31,,,,,,,,,,,,,,,,,,,,,13.77,,,,6.20,,,,,,,,9.72,,,,,,8.58,,24.38,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,,,,,,,,13.58,,,,5.97,,,,,,,,9.28,,,,,,8.71,,23.57,,,,,,,,,
2012-11-30,,,,,,,,,,,,,,,,,,,,,13.49,,,,5.59,,,,,,,,9.14,,,,,,7.33,,29.51,,,,,,,,,
2012-08-31,,,,,,,,,,,,,,,,,,,,,13.01,,,,5.57,,,,,,,,9.05,,,,,,6.83,,28.95,,,,,,,,,
2012-05-31,,,,,,,,,,,,,,,,,,,,,12.35,,,,5.67,,,,,,,,8.99,,,,,,6.70,,30.43,,,,,,,,,
2012-02-29,,,,,,,,,,,,,,,,,,,,,12.07,,,,5.55,,,,,,,,8.69,,,,,,7.22,,29.55,,,,,,,,,
2011-11-30,,,,,,,,,,,,,,,,,,,,,11.77,,,,5.36,,,,,,,,8.40,,,,,,6.09,,28.60,,,,,,,,,
2011-08-31,,,,,,,,,,,,,,,,,,,,,11.29,,,,5.33,,,,,,,,8.16,,,,,,6.30,,28.95,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,10.92,,,,5.26,,,,,,,,7.94,,,,,,5.99,,28.65,,,,,,,,,
2011-02-28,,,,,,,,,,,,,,,,,,,,,10.74,,,,5.22,,,,,,,,7.32,,,,,,5.76,,27.73,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,10.35,,,,5.20,,,,,,,,6.90,,,,,,4.75,,26.83,,,,,,,,,
2010-08-31,,,,,,,,,,,,,,,,,,,,,9.91,,,,5.05,,,,,,,,6.47,,,,,,4.75,,25.21,,,,,,,,,
2010-05-31,,,,,,,,,,,,,,,,,,,,,9.86,,,,5.04,,,,,,,,6.21,,,,,,4.91,,24.90,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,9.84,,,,4.87,,,,,,,,5.75,,,,,,4.85,,24.39,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,9.36,,,,4.73,,,,,,,,5.57,,,,,,4.64,,23.74,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,8.95,,,,4.67,,,,,,,,5.28,,,,,,4.75,,23.18,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,9.15,,,,4.48,,,,,,,,5.08,,,,,,4.14,,21.78,,,,,,,,,
2009-02-28,,,,,,,,,,,,,,,,,,,,,8.80,,,,4.24,,,,,,,,4.63,,,,,,3.09,,21.01,,,,,,,,,
2008-11-30,,,,,,,,,,,,,,,,,,,,,8.38,,,,4.19,,,,,,,,4.52,,,,,,2.66,,20.43,,,,,,,,,
2008-08-31,,,,,,,,,,,,,,,,,,,,,8.23,,,,4.14,,,,,,,,4.62,,,,,,3.47,,21.25,,,,,,,,,
2008-05-31,,,,,,,,,,,,,,,,,,,,,7.62,,,,3.98,,,,,,,,4.47,,,,,,3.14,,20.95,,,,,,,,,
2008-02-29,,,,,,,,,,,,,,,,,,,,,7.05,,,,3.86,,,,,,,,4.04,,,,,,2.81,,20.60,,,,,,,,,
2007-11-30,,,,,,,,,,,,,,,,,,,,,8.14,,,,3.77,,,,,,,,3.76,,,,,,2.60,,20.15,,,,,,,,,
2007-08-31,,,,,,,,,,,,,,,,,,,,,8.22,,,,3.69,,,,,,,,3.48,,,,,,2.72,,19.73,,,,,,,,,
2007-05-31,,,,,,,,,,,,,,,,,,,,,8.83,,,,3.50,,,,,,,,3.31,,,,,,2.46,,19.27,,,,,,,,,
2007-02-28,,,,,,,,,,,,,,,,,,,,,8.69,,,,3.39,,,,,,,,3.07,,,,,,2.47,,19.56,,,,,,,,,
2006-11-30,,,,,,,,,,,,,,,,,,,,,8.77,,,,3.24,,,,,,,,3.00,,,,,,2.12,,19.70,,,,,,,,,
2006-08-31,,,,,,,,,,,,,,,,,,,,,8.42,,,,3.10,,,,,,,,2.87,,,,,,2.29,,19.78,,,,,,,,,
2006-05-31,,,,,,,,,,,,,,,,,,,,,8.23,,,,3.07,,,,,,,,2.87,,,,,,1.77,,19.66,,,,,,,,,
2006-02-28,,,,,,,,,,,,,,,,,,,,,8.48,,,,3.03,,,,,,,,2.83,,,,,,1.38,,19.30,,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,6.76,,,,,,,,2.92,,,,,,29.06,,34.56,,,,,,,,,
