,AAPL,MSFT,AMZN,GOOG,FB,TSLA,BRK.A,V,JNJ,WMT,JPM,MA,PG,UNH,DIS,NVDA,HD,PYPL,BAC,VZ,ADBE,CMCSA,NFLX,KO,NKE,MRK,PEP,T,PFE,INTC,CRM,ABT,ORCL,ABBV,CSCO,TMO,AVGO,XOM,ACN,QCOM,COST,CVX,LLY,MCD,DHR,MDT,NEE,TXN,HON,UPS
2011-11-30,,,,,,,,,,,,,,,,,,,,,15.59,,,,29.75,,,,,,,,23.90,,,,,,175.27,,17.66,,,,,,,,,
2011-08-31,,,,,,,,,,,,,,,,,,,,,16.51,,,,28.98,,,,,,,,24.09,,,,,,342.65,,17.51,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,17.21,,,,28.00,,,,,,,,23.62,,,,,,178.06,,17.21,,,,,,,,,
2011-02-28,,,,,,,,,,,,,,,,,,,,,16.61,,,,26.57,,,,,,,,22.93,,,,,,115.55,,16.95,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,14.91,,,,26.42,,,,,,,,21.85,,,,,,117.73,,16.44,,,,,,,,,
2010-08-31,,,,,,,,,,,,,,,,,,,,,13.32,,,,25.80,,,,,,,,21.48,,,,,,86.41,,16.10,,,,,,,,,
2010-05-31,,,,,,,,,,,,,,,,,,,,,11.96,,,,25.18,,,,,,,,21.98,,,,,,77.06,,15.65,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,11.60,,,,23.65,,,,,,,,22.04,,,,,,77.87,,15.05,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,13.13,,,,19.46,,,,,,,,23.33,,,,,,85.56,,14.94,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,16.27,,,,20.31,,,,,,,,24.18,,,,,,97.96,,15.38,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,17.58,,,,21.37,,,,,,,,24.64,,,,,,120.95,,15.72,,,,,,,,,
2009-02-28,,,,,,,,,,,,,,,,,,,,,20.39,,,,24.16,,,,,,,,25.15,,,,,,132.62,,16.78,,,,,,,,,
2008-11-30,,,,,,,,,,,,,,,,,,,,,22.65,,,,29.99,,,,,,,,26.18,,,,,,135.15,,17.79,,,,,,,,,
2008-08-31,,,,,,,,,,,,,,,,,,,,,30.80,,,,30.44,,,,,,,,27.18,,,,,,132.83,,17.59,,,,,,,,,
2008-05-31,,,,,,,,,,,,,,,,,,,,,49.27,,,,30.40,,,,,,,,28.56,,,,,,133.54,,17.41,,,,,,,,,
2008-02-29,,,,,,,,,,,,,,,,,,,,,92.50,,,,31.23,,,,,,,,28.69,,,,,,134.32,,16.51,,,,,,,,,
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,30.03,,,,,,,,28.33,,,,,,133.11,,15.99,,,,,,,,,
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,30.26,,,,,,,,27.78,,,,,,131.14,,16.29,,,,,,,,,
2007-05-31,,,,,,,,,,,,,,,,,,,,,,,,,30.21,,,,,,,,27.60,,,,,,126.13,,16.45,,,,,,,,,
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,29.19,,,,,,,,26.38,,,,,,133.22,,17.15,,,,,,,,,
2006-11-30,,,,,,,,,,,,,,,,,,,,,,,,,29.78,,,,,,,,24.97,,,,,,122.14,,17.60,,,,,,,,,
2006-08-31,,,,,,,,,,,,,,,,,,,,,,,,,30.63,,,,,,,,26.69,,,,,,126.64,,17.09,,,,,,,,,
2006-05-31,,,,,,,,,,,,,,,,,,,,,,,,,32.15,,,,,,,,29.02,,,,,,131.25,,16.50,,,,,,,,,
2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,32.94,,,,,,,,30.87,,,,,,123.22,,16.05,,,,,,,,,
2005-11-30,,,,,,,,,,,,,,,,,,,,,,,,,32.64,,,,,,,,35.76,,,,,,129.72,,15.72,,,,,,,,,
