,AAPL,MSFT,AMZN,GOOG,FB,TSLA,BRK.A,V,JNJ,WMT,JPM,MA,PG,UNH,DIS,NVDA,HD,PYPL,BAC,VZ,ADBE,CMCSA,NFLX,KO,NKE,MRK,PEP,T,PFE,INTC,CRM,ABT,ORCL,ABBV,CSCO,TMO,AVGO,XOM,ACN,QCOM,COST,CVX,LLY,MCD,DHR,MDT,NEE,TXN,HON,UPS
2015-05-31,,,,,,,,,,,,,,,,,,,,,0.69,,,,0.7,,,,,,,,1.26,,,,,,1.68,,2.1,,,,,,,,,
2015-02-28,,,,,,,,,,,,,,,,,,,,,0.67,,,,0.66,,,,,,,,1.04,,,,,,1.59,,2.22,,,,,,,,,
2014-11-30,,,,,,,,,,,,,,,,,,,,,0.59,,,,0.64,,,,,,,,1.05,,,,,,1.93,,1.75,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,0.56,,,,0.67,,,,,,,,1.08,,,,,,1.85,,1.64,,,,,,,,,
2014-05-31,,,,,,,,,,,,,,,,,,,,,0.56,,,,0.72,,,,,,,,0.9,,,,,,1.77,,1.72,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,0.55,,,,0.6,,,,,,,,0.91,,,,,,1.83,,1.7,,,,,,,,,
2013-11-30,,,,,,,,,,,,,,,,,,,,,0.54,,,,0.57,,,,,,,,0.93,,,,,,2.05,,1.83,,,,,,,,,
2013-08-31,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.57,,,,,,,,0.96,,,,,,2.11,,1.75,,,,,,,,,
2013-05-31,,,,,,,,,,,,,,,,,,,,,0.48,,,,0.58,,,,,,,,0.81,,,,,,1.84,,1.82,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,,,,,,,,0.49,,,,0.46,,,,,,,,0.81,,,,,,1.75,,1.83,,,,,,,,,
2012-11-30,,,,,,,,,,,,,,,,,,,,,0.51,,,,0.52,,,,,,,,0.84,,,,,,2.29,,1.29,,,,,,,,,
2012-08-31,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,0.75,,,,,,2.6,,1.17,,,,,,,,,
2012-05-31,,,,,,,,,,,,,,,,,,,,,0.54,,,,0.49,,,,,,,,0.78,,,,,,2.39,,1.11,,,,,,,,,
2012-02-29,,,,,,,,,,,,,,,,,,,,,0.53,,,,0.45,,,,,,,,0.72,,,,,,2.17,,1.15,,,,,,,,,
2011-11-30,,,,,,,,,,,,,,,,,,,,,0.56,,,,0.48,,,,,,,,0.73,,,,,,2.62,,1.25,,,,,,,,,
2011-08-31,,,,,,,,,,,,,,,,,,,,,0.53,,,,0.5,,,,,,,,0.79,,,,,,2.62,,1.13,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,0.55,,,,0.52,,,,,,,,0.83,,,,,,2.57,,1.15,,,,,,,,,
2011-02-28,,,,,,,,,,,,,,,,,,,,,0.53,,,,0.46,,,,,,,,0.83,,,,,,2.43,,1.12,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,0.57,,,,0.45,,,,,,,,0.93,,,,,,2.89,,1.23,,,,,,,,,
2010-08-31,,,,,,,,,,,,,,,,,,,,,0.56,,,,0.46,,,,,,,,1.01,,,,,,2.92,,1.18,,,,,,,,,
2010-05-31,,,,,,,,,,,,,,,,,,,,,0.55,,,,0.48,,,,,,,,0.97,,,,,,2.44,,1.18,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,0.54,,,,0.44,,,,,,,,1.06,,,,,,2.46,,1.18,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,0.49,,,,0.45,,,,,,,,0.93,,,,,,2.68,,1.25,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,0.27,,,,0.45,,,,,,,,1.0,,,,,,2.62,,1.18,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,0.26,,,,0.52,,,,,,,,0.86,,,,,,3.01,,1.25,,,,,,,,,
2009-02-28,,,,,,,,,,,,,,,,,,,,,0.28,,,,0.49,,,,,,,,0.95,,,,,,3.43,,1.27,,,,,,,,,
2008-11-30,,,,,,,,,,,,,,,,,,,,,0.32,,,,0.56,,,,,,,,0.96,,,,,,4.28,,1.37,,,,,,,,,
2008-08-31,,,,,,,,,,,,,,,,,,,,,0.29,,,,0.57,,,,,,,,0.98,,,,,,3.88,,1.25,,,,,,,,,
2008-05-31,,,,,,,,,,,,,,,,,,,,,0.35,,,,0.59,,,,,,,,1.05,,,,,,3.84,,1.33,,,,,,,,,
2008-02-29,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.55,,,,,,,,0.79,,,,,,4.22,,1.31,,,,,,,,,
2007-11-30,,,,,,,,,,,,,,,,,,,,,0.23,,,,0.53,,,,,,,,0.85,,,,,,4.47,,1.4,,,,,,,,,
2007-08-31,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.5,,,,,,,,0.93,,,,,,4.21,,1.27,,,,,,,,,
2007-05-31,,,,,,,,,,,,,,,,,,,,,0.18,,,,0.52,,,,,,,,1.04,,,,,,4.35,,1.3,,,,,,,,,
2007-02-28,,,,,,,,,,,,,,,,,,,,,0.16,,,,0.49,,,,,,,,0.86,,,,,,3.97,,1.04,,,,,,,,,
2006-11-30,,,,,,,,,,,,,,,,,,,,,0.16,,,,0.5,,,,,,,,0.87,,,,,,4.35,,1.05,,,,,,,,,
2006-08-31,,,,,,,,,,,,,,,,,,,,,0.14,,,,0.54,,,,,,,,0.94,,,,,,4.01,,0.91,,,,,,,,,
2006-05-31,,,,,,,,,,,,,,,,,,,,,0.15,,,,0.57,,,,,,,,0.93,,,,,,5.08,,0.87,,,,,,,,,
2006-02-28,,,,,,,,,,,,,,,,,,,,,0.14,,,,0.52,,,,,,,,0.89,,,,,,6.0,,0.89,,,,,,,,,
2005-11-30,,,,,,,,,,,,,,,,,,,,,0.31,,,,0.5,,,,,,,,0.6,,,,,,5.97,,0.92,,,,,,,,,
2005-08-31,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.53,,,,,,,,0.73,,,,,,4.28,,0.88,,,,,,,,,
2005-05-31,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.56,,,,,,,,0.91,,,,,,4.13,,0.89,,,,,,,,,
2005-02-28,,,,,,,,,,,,,,,,,,,,,0.31,,,,0.59,,,,,,,,1.41,,,,,,3.95,,0.91,,,,,,,,,
