,AAPL,MSFT,AMZN,GOOG,FB,TSLA,BRK.A,V,JNJ,WMT,JPM,MA,PG,UNH,DIS,NVDA,HD,PYPL,BAC,VZ,ADBE,CMCSA,NFLX,KO,NKE,MRK,PEP,T,PFE,INTC,CRM,ABT,ORCL,ABBV,CSCO,TMO,AVGO,XOM,ACN,QCOM,COST,CVX,LLY,MCD,DHR,MDT,NEE,TXN,HON,UPS
2015-05-31,,,,,,,,,,,,,,,,,,,,,114.62,,,,25.85,,,,,,,,17.93,,,,,,18.58,,24.18,,,,,,,,,
2015-02-28,,,,,,,,,,,,,,,,,,,,,138.77,,,,26.03,,,,,,,,16.65,,,,,,17.16,,25.33,,,,,,,,,
2014-11-30,,,,,,,,,,,,,,,,,,,,,150.37,,,,27.48,,,,,,,,16.07,,,,,,16.63,,25.12,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,149.79,,,,22.75,,,,,,,,15.69,,,,,,15.89,,22.08,,,,,,,,,
2014-05-31,,,,,,,,,,,,,,,,,,,,,117.35,,,,23.92,,,,,,,,15.89,,,,,,16.22,,21.94,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,129.49,,,,24.69,,,,,,,,14.75,,,,,,16.59,,22.17,,,,,,,,,
2013-11-30,,,,,,,,,,,,,,,,,,,,,99.61,,,,23.29,,,,,,,,13.49,,,,,,13.51,,22.77,,,,,,,,,
2013-08-31,,,,,,,,,,,,,,,,,,,,,51.99,,,,19.55,,,,,,,,12.29,,,,,,12.66,,20.3,,,,,,,,,
2013-05-31,,,,,,,,,,,,,,,,,,,,,38.31,,,,20.85,,,,,,,,13.33,,,,,,14.78,,19.88,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,,,,,,,,27.68,,,,19.39,,,,,,,,14.2,,,,,,13.76,,18.98,,,,,,,,,
2012-11-30,,,,,,,,,,,,,,,,,,,,,20.85,,,,19.93,,,,,,,,13.46,,,,,,14.74,,19.63,,,,,,,,,
2012-08-31,,,,,,,,,,,,,,,,,,,,,19.92,,,,19.21,,,,,,,,13.87,,,,,,13.56,,19.47,,,,,,,,,
2012-05-31,,,,,,,,,,,,,,,,,,,,,19.9,,,,20.68,,,,,,,,11.87,,,,,,12.47,,18.62,,,,,,,,,
2012-02-29,,,,,,,,,,,,,,,,,,,,,21.08,,,,20.2,,,,,,,,13.57,,,,,,13.21,,19.29,,,,,,,,,
2011-11-30,,,,,,,,,,,,,,,,,,,,,16.62,,,,18.39,,,,,,,,15.15,,,,,,13.65,,19.7,,,,,,,,,
2011-08-31,,,,,,,,,,,,,,,,,,,,,13.79,,,,16.73,,,,,,,,14.0,,,,,,13.03,,18.19,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,18.42,,,,17.05,,,,,,,,17.95,,,,,,15.06,,19.7,,,,,,,,,
2011-02-28,,,,,,,,,,,,,,,,,,,,,20.18,,,,18.68,,,,,,,,19.05,,,,,,14.31,,18.09,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,18.66,,,,18.31,,,,,,,,17.75,,,,,,12.69,,16.96,,,,,,,,,
2010-08-31,,,,,,,,,,,,,,,,,,,,,30.78,,,,15.5,,,,,,,,15.23,,,,,,11.17,,14.66,,,,,,,,,
2010-05-31,,,,,,,,,,,,,,,,,,,,,44.56,,,,16.38,,,,,,,,16.36,,,,,,12.75,,15.7,,,,,,,,,
2010-02-28,,,,,,,,,,,,,,,,,,,,,50.96,,,,16.8,,,,,,,,19.1,,,,,,13.75,,17.64,,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,47.41,,,,18.79,,,,,,,,16.63,,,,,,13.94,,18.12,,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,24.94,,,,15.75,,,,,,,,17.03,,,,,,10.68,,15.37,,,,,,,,,
2009-05-31,,,,,,,,,,,,,,,,,,,,,20.87,,,,16.21,,,,,,,,15.35,,,,,,8.69,,14.29,,,,,,,,,
2009-02-28,,,,,,,,,,,,,,,,,,,,,11.06,,,,10.73,,,,,,,,12.04,,,,,,8.29,,11.55,,,,,,,,,
2008-11-30,,,,,,,,,,,,,,,,,,,,,14.57,,,,12.16,,,,,,,,12.46,,,,,,8.77,,13.08,,,,,,,,,
2008-08-31,,,,,,,,,,,,,,,,,,,,,28.36,,,,14.12,,,,,,,,16.99,,,,,,12.14,,17.04,,,,,,,,,
2008-05-31,,,,,,,,,,,,,,,,,,,,,29.18,,,,15.5,,,,,,,,18.53,,,,,,12.8,,18.53,,,,,,,,,
2008-02-29,,,,,,,,,,,,,,,,,,,,,24.74,,,,14.04,,,,,,,,16.5,,,,,,12.03,,17.14,,,,,,,,,
2007-11-30,,,,,,,,,,,,,,,,,,,,,34.54,,,,16.32,,,,,,,,18.86,,,,,,12.74,,20.14,,,,,,,,,
2007-08-31,,,,,,,,,,,,,,,,,,,,,37.5,,,,14.26,,,,,,,,20.52,,,,,,16.11,,19.03,,,,,,,,,
2007-05-31,,,,,,,,,,,,,,,,,,,,,46.38,,,,16.2,,,,,,,,20.32,,,,,,15.53,,17.97,,,,,,,,,
2007-02-28,,,,,,,,,,,,,,,,,,,,,43.61,,,,16.1,,,,,,,,18.84,,,,,,13.44,,17.73,,,,,,,,,
2006-11-30,,,,,,,,,,,,,,,,,,,,,48.39,,,,15.57,,,,,,,,23.74,,,,,,15.36,,16.0,,,,,,,,,
